id,홍,태훈,수환,철승,result,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
02167.png,16,16,16,16,OK,,,,16.0
02168.png,13,13,13,13,OK,,,,13.0
02169.png,2,2,2,2,OK,,,,2.0
02170.png,18,18,18,18,OK,,,,18.0
02171.png,2,2,2,2,OK,,,,2.0
02172.png,18,18,18,18,OK,,,,18.0
02173.png,6,6,6,6,OK,,,,6.0
02174.png,9,9,9,9,OK,,,,9.0
02175.png,2,2,2,2,OK,,,,2.0
02176.png,17,17,17,17,OK,,,,17.0
02177.png,14,14,14,14,OK,,,,14.0
02178.png,5,5,5,5,OK,,,,5.0
02179.png,12,12,12,12,OK,,,,12.0
02180.png,5,5,5,5,OK,,,,5.0
02181.png,26,26,26,26,OK,,,,26.0
02182.png,3,3,3,3,OK,,,,3.0
02183.png,17,17,17,17,OK,,,,17.0
02184.png,40,40,40,40,OK,,,,40.0
02185.png,38,38,38,38,OK,,,,38.0
02186.png,14,14,14,14,OK,,,,14.0
02187.png,16,16,16,16,OK,,,,16.0
02188.png,6,6,6,6,OK,,,,6.0
02189.png,8,8,8,8,OK,,,,8.0
02190.png,4,4,4,4,OK,,,,4.0
02191.png,5,5,5,5,OK,,,,5.0
02192.png,4,4,4,4,OK,,,,4.0
02193.png,11,11,11,11,OK,,,,11.0
02194.png,5,5,5,5,OK,,,,5.0
02195.png,13,13,13,13,OK,,,,13.0
02196.png,2,2,2,2,OK,,,,2.0
02197.png,11,11,11,11,OK,,,,11.0
02198.png,12,12,12,12,OK,,,,12.0
02199.png,4,4,4,4,OK,,,,4.0
02200.png,7,7,7,7,OK,,,,7.0
02201.png,38,38,38,38,OK,,,,38.0
02202.png,33,33,33,33,OK,,,,33.0
02203.png,10,10,10,10,OK,,,,10.0
02204.png,33,33,33,33,OK,,,,33.0
02205.png,12,12,12,12,OK,,,,12.0
02206.png,14,14,14,14,OK,,,,14.0
02207.png,38,38,38,38,OK,,,,38.0
02208.png,1,1,1,1,OK,,,,1.0
02209.png,23,23,23,23,OK,,,,23.0
02210.png,7,7,7,7,OK,,,,7.0
02211.png,27,27,27,27,OK,,,,27.0
02212.png,35,35,35,35,OK,,,,35.0
02213.png,10,10,10,10,OK,,,,10.0
02214.png,4,4,4,4,OK,,,,4.0
02215.png,1,1,1,1,OK,,,,1.0
02216.png,11,11,11,11,OK,,,,11.0
02217.png,35,35,35,35,OK,,,,35.0
02218.png,42,42,42,42,OK,,,,42.0
02219.png,28,28,28,28,OK,,,,28.0
02220.png,8,8,8,8,OK,,,,8.0
02221.png,12,12,12,12,OK,,,,12.0
02222.png,5,5,5,5,OK,,,,5.0
02223.png,18,18,18,18,OK,,,,18.0
02224.png,35,35,35,35,OK,,,,35.0
02225.png,17,17,17,17,OK,,,,17.0
02226.png,4,4,4,4,OK,,,,4.0
02227.png,8,8,8,8,OK,,,,8.0
02228.png,26,26,26,26,OK,,,,26.0
02229.png,17,17,17,17,OK,,,,17.0
02230.png,14,14,14,14,OK,,,,14.0
02231.png,8,8,8,8,OK,,,,8.0
02232.png,15,15,15,15,OK,,,,15.0
02233.png,10,10,10,10,OK,,,,10.0
02234.png,5,5,5,5,OK,,,,5.0
02235.png,8,8,8,8,OK,,,,8.0
02236.png,6,6,6,6,OK,,,,6.0
02237.png,14,14,14,14,OK,,,,14.0
02238.png,10,10,10,10,OK,,,,10.0
02239.png,35,35,35,35,OK,,,,35.0
02240.png,1,1,1,1,OK,,,,1.0
02241.png,13,13,13,13,OK,,,,13.0
02242.png,22,22,22,22,OK,,,,22.0
02243.png,16,16,16,16,OK,,,,16.0
02244.png,1,1,1,1,OK,,,,1.0
02245.png,35,35,35,35,OK,,,,35.0
02246.png,5,5,5,5,OK,,,,5.0
02247.png,13,13,13,13,OK,,,,13.0
02248.png,38,38,38,38,OK,,,,38.0
02249.png,7,7,7,7,OK,,,,7.0
02250.png,1,1,1,1,OK,,,,1.0
02251.png,4,4,4,4,OK,,,,4.0
02252.png,25,25,25,25,OK,,,,25.0
02253.png,11,11,11,11,OK,,,,11.0
02254.png,3,3,3,3,OK,,,,3.0
02255.png,12,12,12,12,OK,,,,12.0
02256.png,2,2,2,2,OK,,,,2.0
02257.png,12,12,12,12,OK,,,,12.0
02258.png,26,12,13,12,KO,,,,13.0
02259.png,10,10,10,10,OK,,,,10.0
02260.png,10,10,10,10,OK,,,,10.0
02261.png,13,13,13,13,OK,,,,13.0
02262.png,6,6,6,6,OK,,,,6.0
02263.png,23,23,23,23,OK,,,,23.0
02264.png,13,13,13,13,OK,,,,13.0
02265.png,25,25,25,25,OK,,,,25.0
02266.png,2,2,2,2,OK,,,,2.0
02267.png,12,12,12,12,OK,,,,12.0
02268.png,13,13,13,13,OK,,,,13.0
02269.png,2,2,2,2,OK,,,,2.0
02270.png,12,12,12,12,OK,,,,12.0
02271.png,13,13,13,13,OK,,,,13.0
02272.png,4,4,4,4,OK,,,,4.0
02273.png,16,16,16,16,OK,,,,16.0
02274.png,20,20,20,20,OK,,,,20.0
02275.png,12,12,12,12,OK,,,,12.0
02276.png,25,25,25,25,OK,,,,25.0
02277.png,10,10,10,10,OK,,,,10.0
02278.png,1,1,1,1,OK,,,,1.0
02279.png,7,7,7,7,OK,,,,7.0
02280.png,38,38,38,38,OK,,,,38.0
02281.png,5,5,5,5,OK,,,,5.0
02282.png,13,13,13,13,OK,,,,13.0
02283.png,9,9,9,9,OK,,,,9.0
02284.png,4,4,4,4,OK,,,,4.0
02285.png,38,38,38,38,OK,,,,38.0
02286.png,10,10,10,10,OK,,,,10.0
02287.png,17,17,17,17,OK,,,,17.0
02288.png,30,30,30,30,OK,,,,30.0
02289.png,13,13,13,13,OK,,,,13.0
02290.png,1,1,1,1,OK,,,,1.0
02291.png,14,14,14,14,OK,,,,14.0
02292.png,10,10,10,10,OK,,,,10.0
02293.png,10,10,10,10,OK,,,,10.0
02294.png,33,33,33,33,OK,,,,33.0
02295.png,2,2,2,2,OK,,,,2.0
02296.png,13,13,13,13,OK,,,,13.0
02297.png,2,2,2,2,OK,,,,2.0
02298.png,7,7,7,7,OK,,,,7.0
02299.png,36,36,36,36,OK,,,,36.0
02300.png,6,6,6,6,OK,,,,6.0
02301.png,1,1,1,1,OK,,,,1.0
02302.png,12,12,12,12,OK,,,,12.0
02303.png,17,17,17,17,OK,,,,17.0
02304.png,17,17,17,17,OK,,,,17.0
02305.png,1,1,1,1,OK,,,,1.0
02306.png,4,4,4,4,OK,,,,4.0
02307.png,1,1,1,1,OK,,,,1.0
02308.png,34,34,34,34,OK,,,,34.0
02309.png,3,3,3,3,OK,,,,3.0
02310.png,5,5,5,5,OK,,,,5.0
02311.png,35,35,35,35,OK,,,,35.0
02312.png,1,1,1,1,OK,,,,1.0
02313.png,1,1,1,1,OK,,,,1.0
02314.png,4,4,4,4,OK,,,,4.0
02315.png,13,13,13,13,OK,,,,13.0
02316.png,21,21,21,21,OK,,,,21.0
02317.png,25,25,25,25,OK,,,,25.0
02318.png,3,3,3,3,OK,,,,3.0
02319.png,7,7,7,7,OK,,,,7.0
02320.png,5,5,5,5,OK,,,,5.0
02321.png,3,3,3,3,OK,,,,3.0
02322.png,7,7,7,7,OK,,,,7.0
02323.png,2,2,2,2,OK,,,,2.0
02324.png,5,5,5,5,OK,,,,5.0
02325.png,15,15,15,15,OK,,,,15.0
02326.png,19,19,19,19,OK,,,,19.0
02327.png,2,2,2,2,OK,,,,2.0
02328.png,10,10,10,10,OK,,,,10.0
02329.png,14,14,14,14,OK,,,,14.0
02330.png,28,28,28,28,OK,,,,28.0
02331.png,38,38,38,38,OK,,,,38.0
02332.png,42,42,42,42,OK,,,,42.0
02333.png,36,36,36,36,OK,,,,36.0
02334.png,17,17,17,17,OK,,,,17.0
02335.png,1,1,1,1,OK,,,,1.0
02336.png,5,5,5,5,OK,,,,5.0
02337.png,38,38,38,38,OK,,,,38.0
02338.png,8,8,8,8,OK,,,,8.0
02339.png,16,16,16,16,OK,,,,16.0
02340.png,7,7,7,7,OK,,,,7.0
02341.png,13,13,13,13,OK,,,,13.0
02342.png,18,31,31,21,KO,,,,31.0
02343.png,1,1,1,1,OK,,,,1.0
02344.png,25,25,25,25,OK,,,,25.0
02345.png,32,32,32,32,OK,,,,32.0
02346.png,5,5,5,5,OK,,,,5.0
02347.png,29,29,29,29,OK,,,,29.0
02348.png,4,4,4,4,OK,,,,4.0
02349.png,13,13,13,13,OK,,,,13.0
02350.png,35,35,35,35,OK,,,,35.0
02351.png,33,33,33,33,OK,,,,33.0
02352.png,5,5,5,5,OK,,,,5.0
02353.png,4,4,4,4,OK,,,,4.0
02354.png,10,10,10,10,OK,,,,10.0
02355.png,18,18,18,18,OK,,,,18.0
02356.png,1,1,1,1,OK,,,,1.0
02357.png,11,11,11,11,OK,,,,11.0
02358.png,33,33,33,33,OK,,,,33.0
02359.png,10,10,10,10,OK,,,,10.0
02360.png,30,30,30,30,OK,,,,30.0
02361.png,30,30,30,30,OK,,,,30.0
02362.png,5,5,5,5,OK,,,,5.0
02363.png,31,31,31,31,OK,,,,31.0
02364.png,12,12,12,12,OK,,,,12.0
02365.png,2,2,2,2,OK,,,,2.0
02366.png,2,2,2,2,OK,,,,2.0
02367.png,1,1,1,1,OK,,,,1.0
02368.png,8,8,8,8,OK,,,,8.0
02369.png,13,13,13,13,OK,,,,13.0
02370.png,21,21,21,21,OK,,,,21.0
02371.png,2,2,2,2,OK,,,,2.0
02372.png,1,1,1,1,OK,,,,1.0
02373.png,25,25,25,25,OK,,,,25.0
02374.png,8,8,8,8,OK,,,,8.0
02375.png,33,33,33,33,OK,,,,33.0
02376.png,4,4,4,4,OK,,,,4.0
02377.png,17,17,17,17,OK,,,,17.0
02378.png,25,25,25,25,OK,,,,25.0
02379.png,26,13,12,12,KO,,,,13.0
02380.png,26,26,26,26,OK,,,,26.0
02381.png,11,11,11,11,OK,,,,11.0
02382.png,2,2,2,2,OK,,,,2.0
02383.png,7,7,7,7,OK,,,,7.0
02384.png,22,22,22,22,OK,,,,22.0
02385.png,10,10,10,10,OK,,,,10.0
02386.png,4,4,4,4,OK,,,,4.0
02387.png,25,25,25,25,OK,,,,25.0
02388.png,31,31,31,31,OK,,,,31.0
02389.png,10,10,10,10,OK,,,,10.0
02390.png,18,18,18,18,OK,,,,18.0
02391.png,1,1,1,1,OK,,,,1.0
02392.png,11,11,11,11,OK,,,,11.0
02393.png,17,17,17,17,OK,,,,17.0
02394.png,7,7,7,7,OK,,,,7.0
02395.png,2,2,2,2,OK,,,,2.0
02396.png,24,24,24,24,OK,,,,24.0
02397.png,3,3,3,3,OK,,,,3.0
02398.png,7,7,7,7,OK,,,,7.0
02399.png,5,5,5,5,OK,,,,5.0
02400.png,28,28,28,28,OK,,,,28.0
02401.png,12,12,12,12,OK,,,,12.0
02402.png,8,8,8,8,OK,,,,8.0
02403.png,23,23,23,23,OK,,,,23.0
02404.png,38,38,38,38,OK,,,,38.0
02405.png,1,1,1,1,OK,,,,1.0
02406.png,34,34,34,34,OK,,,,34.0
02407.png,23,23,23,23,OK,,,,23.0
02408.png,2,2,2,2,OK,,,,2.0
02409.png,8,8,8,8,OK,,,,8.0
02410.png,38,38,38,38,OK,,,,38.0
02411.png,9,9,9,9,OK,,,,9.0
02412.png,38,38,38,38,OK,,,,38.0
02413.png,8,8,8,8,OK,,,,8.0
02414.png,25,25,25,25,OK,,,,25.0
02415.png,13,13,13,13,OK,,,,13.0
02416.png,38,38,38,38,OK,,,,38.0
02417.png,13,13,13,13,OK,,,,13.0
02418.png,4,4,4,4,OK,,,,4.0
02419.png,31,31,31,31,OK,,,,31.0
02420.png,12,12,12,12,OK,,,,12.0
02421.png,8,8,8,8,OK,,,,8.0
02422.png,31,31,31,31,OK,,,,31.0
02423.png,22,22,22,22,OK,,,,22.0
02424.png,6,6,6,6,OK,,,,6.0
02425.png,18,18,18,18,OK,,,,18.0
02426.png,10,10,10,10,OK,,,,10.0
02427.png,33,33,33,33,OK,,,,33.0
02428.png,5,5,5,5,OK,,,,5.0
02429.png,1,1,1,1,OK,,,,1.0
02430.png,4,4,4,4,OK,,,,4.0
02431.png,12,12,12,12,OK,,,,12.0
02432.png,35,35,35,35,OK,,,,35.0
02433.png,25,25,25,25,OK,,,,25.0
02434.png,5,2,5,5,KO,,,,5.0
02435.png,11,11,11,11,OK,,,,11.0
02436.png,13,13,13,13,OK,,,,13.0
02437.png,7,7,7,7,OK,,,,7.0
02438.png,14,14,14,14,OK,,,,14.0
02439.png,8,8,8,8,OK,,,,8.0
02440.png,11,11,11,11,OK,,,,11.0
02441.png,1,1,1,1,OK,,,,1.0
02442.png,11,11,11,11,OK,,,,11.0
02443.png,17,17,17,17,OK,,,,17.0
02444.png,35,35,35,35,OK,,,,35.0
02445.png,4,4,4,4,OK,,,,4.0
02446.png,26,26,26,26,OK,,,,26.0
02447.png,6,6,6,6,OK,,,,6.0
02448.png,19,19,19,19,OK,,,,19.0
02449.png,9,9,9,9,OK,,,,9.0
02450.png,11,11,11,11,OK,,,,11.0
02451.png,35,35,35,35,OK,,,,35.0
02452.png,38,38,38,38,OK,,,,38.0
02453.png,25,25,25,25,OK,,,,25.0
02454.png,2,2,2,2,OK,,,,2.0
02455.png,9,9,9,9,OK,,,,9.0
02456.png,13,13,13,13,OK,,,,13.0
02457.png,2,2,2,2,OK,,,,2.0
02458.png,13,13,13,13,OK,,,,13.0
02459.png,18,18,18,18,OK,,,,18.0
02460.png,11,11,11,11,OK,,,,11.0
02461.png,38,38,38,38,OK,,,,38.0
02462.png,10,10,10,10,OK,,,,10.0
02463.png,2,2,2,2,OK,,,,2.0
02464.png,9,9,9,9,OK,,,,9.0
02465.png,12,12,12,12,OK,,,,12.0
02466.png,2,2,2,2,OK,,,,2.0
02467.png,9,9,9,9,OK,,,,9.0
02468.png,5,5,5,5,OK,,,,5.0
02469.png,1,1,1,1,OK,,,,1.0
02470.png,10,10,10,10,OK,,,,10.0
02471.png,25,25,25,25,OK,,,,25.0
02472.png,2,2,2,2,OK,,,,2.0
02473.png,38,38,38,38,OK,,,,38.0
02474.png,16,16,16,16,OK,,,,16.0
02475.png,38,38,38,38,OK,,,,38.0
02476.png,23,23,23,23,OK,,,,23.0
02477.png,12,12,12,12,OK,,,,12.0
02478.png,12,12,12,12,OK,,,,12.0
02479.png,31,31,31,31,OK,,,,31.0
02480.png,6,6,6,6,OK,,,,6.0
02481.png,11,11,11,11,OK,,,,11.0
02482.png,25,25,25,25,OK,,,,25.0
02483.png,17,17,17,17,OK,,,,17.0
02484.png,25,25,25,25,OK,,,,25.0
02485.png,36,36,36,36,OK,,,,36.0
02486.png,9,9,9,9,OK,,,,9.0
02487.png,40,40,40,40,OK,,,,40.0
02488.png,13,13,13,13,OK,,,,13.0
02489.png,25,25,25,25,OK,,,,25.0
02490.png,4,4,4,4,OK,,,,4.0
02491.png,9,9,9,9,OK,,,,9.0
02492.png,22,22,22,22,OK,,,,22.0
02493.png,2,2,2,2,OK,,,,2.0
02494.png,1,2,1,1,KO,,,,1.0
02495.png,13,13,13,13,OK,,,,13.0
02496.png,3,3,3,3,OK,,,,3.0
02497.png,4,4,4,4,OK,,,,4.0
02498.png,38,38,38,38,OK,,,,38.0
02499.png,12,12,12,12,OK,,,,12.0
02500.png,32,32,32,32,OK,,,,32.0
02501.png,12,12,12,12,OK,,,,12.0
02502.png,23,23,23,23,OK,,,,23.0
02503.png,39,39,39,39,OK,,,,39.0
02504.png,35,35,35,35,OK,,,,35.0
02505.png,31,31,31,31,OK,,,,31.0
02506.png,40,40,40,40,OK,,,,40.0
02507.png,2,2,2,2,OK,,,,2.0
02508.png,9,9,9,9,OK,,,,9.0
02509.png,5,5,5,5,OK,,,,5.0
02510.png,8,8,8,8,OK,,,,8.0
02511.png,20,20,20,20,OK,,,,20.0
02512.png,5,5,5,5,OK,,,,5.0
02513.png,9,9,9,9,OK,,,,9.0
02514.png,2,2,2,2,OK,,,,2.0
02515.png,11,11,11,11,OK,,,,11.0
02516.png,12,12,12,12,OK,,,,12.0
02517.png,29,29,29,29,OK,,,,29.0
02518.png,9,17,17,17,KO,,,,17.0
02519.png,8,8,8,8,OK,,,,8.0
02520.png,3,3,3,3,OK,,,,3.0
02521.png,15,15,15,15,OK,,,,15.0
02522.png,3,3,3,3,OK,,,,3.0
02523.png,13,13,13,13,OK,,,,13.0
02524.png,10,10,10,10,OK,,,,10.0
02525.png,13,13,13,13,OK,,,,13.0
02526.png,4,4,4,4,OK,,,,4.0
02527.png,1,1,1,1,OK,,,,1.0
02528.png,25,25,25,25,OK,,,,25.0
02529.png,5,5,5,5,OK,,,,5.0
02530.png,26,26,26,26,OK,,,,26.0
02531.png,25,25,25,25,OK,,,,25.0
02532.png,10,10,10,10,OK,,,,10.0
02533.png,1,1,1,1,OK,,,,1.0
02534.png,8,8,8,8,OK,,,,8.0
02535.png,40,40,40,40,OK,,,,40.0
02536.png,9,9,9,9,OK,,,,9.0
02537.png,10,10,10,10,OK,,,,10.0
02538.png,3,3,3,3,OK,,,,3.0
02539.png,25,25,25,25,OK,,,,25.0
02540.png,25,25,25,25,OK,,,,25.0
02541.png,12,12,12,12,OK,,,,12.0
02542.png,10,10,10,10,OK,,,,10.0
02543.png,13,13,13,13,OK,,,,13.0
02544.png,39,39,39,39,OK,,,,39.0
02545.png,17,17,17,17,OK,,,,17.0
02546.png,7,7,7,7,OK,,,,7.0
02547.png,17,17,17,17,OK,,,,17.0
02548.png,9,9,9,9,OK,,,,9.0
02549.png,12,12,12,12,OK,,,,12.0
02550.png,1,1,1,1,OK,,,,1.0
02551.png,9,9,9,9,OK,,,,9.0
02552.png,10,10,10,10,OK,,,,10.0
02553.png,4,4,4,4,OK,,,,4.0
02554.png,9,9,9,9,OK,,,,9.0
02555.png,18,18,18,18,OK,,,,18.0
02556.png,7,7,7,7,OK,,,,7.0
02557.png,4,4,4,4,OK,,,,4.0
02558.png,1,1,1,1,OK,,,,1.0
02559.png,23,23,23,23,OK,,,,23.0
02560.png,2,2,2,2,OK,,,,2.0
02561.png,4,4,4,4,OK,,,,4.0
02562.png,35,35,35,35,OK,,,,35.0
02563.png,11,11,11,11,OK,,,,11.0
02564.png,9,9,9,9,OK,,,,9.0
02565.png,5,5,5,5,OK,,,,5.0
02566.png,2,2,2,2,OK,,,,2.0
02567.png,7,7,7,7,OK,,,,7.0
02568.png,25,25,25,25,OK,,,,25.0
02569.png,14,14,14,14,OK,,,,14.0
02570.png,26,26,26,26,OK,,,,26.0
02571.png,23,23,23,23,OK,,,,23.0
02572.png,5,5,5,5,OK,,,,5.0
02573.png,18,18,18,18,OK,,,,18.0
02574.png,2,2,2,2,OK,,,,2.0
02575.png,29,29,29,29,OK,,,,29.0
02576.png,25,25,25,25,OK,,,,25.0
02577.png,25,1,25,1,KO,,,,1.0
02578.png,22,22,22,22,OK,,,,22.0
02579.png,12,12,12,12,OK,,,,12.0
02580.png,1,1,1,1,OK,,,,1.0
02581.png,14,14,14,14,OK,,,,14.0
02582.png,34,34,34,34,OK,,,,34.0
02583.png,33,33,33,33,OK,,,,33.0
02584.png,19,19,19,19,OK,,,,19.0
02585.png,2,2,2,2,OK,,,,2.0
02586.png,12,12,12,12,OK,,,,12.0
02587.png,9,9,9,9,OK,,,,9.0
02588.png,17,17,17,17,OK,,,,17.0
02589.png,26,26,26,26,OK,,,,26.0
02590.png,13,13,13,13,OK,,,,13.0
02591.png,14,14,14,14,OK,,,,14.0
02592.png,3,3,3,3,OK,,,,3.0
02593.png,2,2,2,2,OK,,,,2.0
02594.png,2,2,2,2,OK,,,,2.0
02595.png,5,5,5,5,OK,,,,5.0
02596.png,17,17,17,17,OK,,,,17.0
02597.png,25,25,25,25,OK,,,,25.0
02598.png,17,17,17,17,OK,,,,17.0
02599.png,30,30,30,30,OK,,,,30.0
02600.png,30,30,30,30,OK,,,,30.0
02601.png,38,38,38,15,KO,,,,38.0
02602.png,35,35,35,35,OK,,,,35.0
02603.png,4,4,4,4,OK,,,,4.0
02604.png,2,2,2,2,OK,,,,2.0
02605.png,2,2,2,2,OK,,,,2.0
02606.png,28,28,28,28,OK,,,,28.0
02607.png,33,33,33,33,OK,,,,33.0
02608.png,33,33,33,33,OK,,,,33.0
02609.png,33,33,33,33,OK,,,,33.0
02610.png,27,27,27,27,OK,,,,27.0
02611.png,24,24,24,24,OK,,,,24.0
02612.png,25,25,25,25,OK,,,,25.0
02613.png,9,9,9,9,OK,,,,9.0
02614.png,16,16,16,16,OK,,,,16.0
02615.png,12,12,12,12,OK,,,,12.0
02616.png,1,1,1,1,OK,,,,1.0
02617.png,5,5,5,5,OK,,,,5.0
02618.png,34,34,34,34,OK,,,,34.0
02619.png,10,10,10,10,OK,,,,10.0
02620.png,25,25,25,25,OK,,,,25.0
02621.png,25,25,25,25,OK,,,,25.0
02622.png,35,35,35,35,OK,,,,35.0
02623.png,5,5,5,5,OK,,,,5.0
02624.png,13,13,13,13,OK,,,,13.0
02625.png,5,5,5,5,OK,,,,5.0
02626.png,7,7,7,7,OK,,,,7.0
02627.png,4,4,4,4,OK,,,,4.0
02628.png,34,34,34,34,OK,,,,34.0
02629.png,15,15,15,15,OK,,,,15.0
02630.png,7,7,7,7,OK,,,,7.0
02631.png,13,13,13,13,OK,,,,13.0
02632.png,1,1,1,1,OK,,,,1.0
02633.png,23,23,23,23,OK,,,,23.0
02634.png,35,35,35,35,OK,,,,35.0
02635.png,5,5,5,5,OK,,,,5.0
02636.png,13,13,13,13,OK,,,,13.0
02637.png,5,5,5,5,OK,,,,5.0
02638.png,28,28,28,28,OK,,,,28.0
02639.png,13,13,13,13,OK,,,,13.0
02640.png,12,12,12,12,OK,,,,12.0
02641.png,11,11,11,11,OK,,,,11.0
02642.png,25,25,25,25,OK,,,,25.0
02643.png,34,34,34,34,OK,,,,34.0
02644.png,10,10,10,10,OK,,,,10.0
02645.png,3,3,3,3,OK,,,,3.0
02646.png,5,5,5,5,OK,,,,5.0
02647.png,31,31,31,31,OK,,,,31.0
02648.png,11,11,11,11,OK,,,,11.0
02649.png,11,11,11,11,OK,,,,11.0
02650.png,37,37,37,37,OK,,,,37.0
02651.png,12,12,12,12,OK,,,,12.0
02652.png,25,25,25,25,OK,,,,25.0
02653.png,9,9,9,9,OK,,,,9.0
02654.png,13,13,13,13,OK,,,,13.0
02655.png,30,30,30,30,OK,,,,30.0
02656.png,25,25,25,25,OK,,,,25.0
02657.png,25,25,25,25,OK,,,,25.0
02658.png,12,12,12,12,OK,,,,12.0
02659.png,12,12,12,12,OK,,,,12.0
02660.png,30,30,30,30,OK,,,,30.0
02661.png,15,15,15,15,OK,,,,15.0
02662.png,13,13,13,13,OK,,,,13.0
02663.png,1,1,1,1,OK,,,,1.0
02664.png,25,25,25,25,OK,,,,25.0
02665.png,8,8,8,8,OK,,,,8.0
02666.png,13,13,13,13,OK,,,,13.0
02667.png,3,3,3,3,OK,,,,3.0
02668.png,10,10,10,10,OK,,,,10.0
02669.png,18,18,18,18,OK,,,,18.0
02670.png,42,42,42,42,OK,,,,42.0
02671.png,9,9,9,9,OK,,,,9.0
02672.png,16,16,16,16,OK,,,,16.0
02673.png,4,4,4,4,OK,,,,4.0
02674.png,12,12,12,12,OK,,,,12.0
02675.png,15,15,15,15,OK,,,,15.0
02676.png,25,25,25,25,OK,,,,25.0
02677.png,6,6,6,6,OK,,,,6.0
02678.png,41,41,41,41,OK,,,,41.0
02679.png,1,1,1,1,OK,,,,1.0
02680.png,1,1,1,1,OK,,,,1.0
02681.png,2,2,2,2,OK,,,,2.0
02682.png,30,25,11,30,KO,,,,11.0
02683.png,13,13,13,13,OK,,,,13.0
02684.png,33,33,33,33,OK,,,,33.0
02685.png,38,38,38,38,OK,,,,38.0
02686.png,4,4,4,4,OK,,,,4.0
02687.png,5,5,5,5,OK,,,,5.0
02688.png,7,7,7,7,OK,,,,7.0
02689.png,2,2,2,2,OK,,,,2.0
02690.png,35,35,35,35,OK,,,,35.0
02691.png,10,10,10,10,OK,,,,10.0
02692.png,38,38,38,38,OK,,,,38.0
02693.png,4,4,4,4,OK,,,,4.0
02694.png,1,1,1,1,OK,,,,1.0
02695.png,13,13,13,13,OK,,,,13.0
02696.png,11,11,11,11,OK,,,,11.0
02697.png,38,38,38,38,OK,,,,38.0
02698.png,7,7,7,7,OK,,,,7.0
02699.png,5,5,5,5,OK,,,,5.0
02700.png,5,5,5,5,OK,,,,5.0
02701.png,35,35,35,35,OK,,,,35.0
02702.png,37,37,37,37,OK,,,,37.0
02703.png,38,38,38,38,OK,,,,38.0
02704.png,38,38,38,38,OK,,,,38.0
02705.png,1,1,1,1,OK,,,,1.0
02706.png,33,33,33,33,OK,,,,33.0
02707.png,29,29,29,29,OK,,,,29.0
02708.png,26,26,26,26,OK,,,,26.0
02709.png,25,25,25,25,OK,,,,25.0
02710.png,25,25,25,25,OK,,,,25.0
02711.png,10,10,10,10,OK,,,,10.0
02712.png,1,1,1,1,OK,,,,1.0
02713.png,1,1,1,1,OK,,,,1.0
02714.png,1,1,1,1,OK,,,,1.0
02715.png,16,16,16,16,OK,,,,16.0
02716.png,5,5,5,5,OK,,,,5.0
02717.png,23,23,23,23,OK,,,,23.0
02718.png,10,10,10,10,OK,,,,10.0
02719.png,9,9,9,9,OK,,,,9.0
02720.png,17,17,17,17,OK,,,,17.0
02721.png,2,2,2,2,OK,,,,2.0
02722.png,12,12,12,12,OK,,,,12.0
02723.png,9,9,9,9,OK,,,,9.0
02724.png,18,18,18,18,OK,,,,18.0
02725.png,35,35,35,35,OK,,,,35.0
02726.png,10,10,10,10,OK,,,,10.0
02727.png,2,2,2,2,OK,,,,2.0
02728.png,15,15,15,15,OK,,,,15.0
02729.png,12,12,12,12,OK,,,,12.0
02730.png,4,4,4,4,OK,,,,4.0
02731.png,25,25,25,25,OK,,,,25.0
02732.png,10,10,10,10,OK,,,,10.0
02733.png,12,12,12,12,OK,,,,12.0
02734.png,5,5,5,5,OK,,,,5.0
02735.png,13,13,13,13,OK,,,,13.0
02736.png,2,2,2,2,OK,,,,2.0
02737.png,3,3,3,3,OK,,,,3.0
02738.png,28,28,28,28,OK,,,,28.0
02739.png,1,1,1,1,OK,,,,1.0
02740.png,23,23,23,23,OK,,,,23.0
02741.png,2,2,2,2,OK,,,,2.0
02742.png,1,1,1,1,OK,,,,1.0
02743.png,9,9,9,9,OK,,,,9.0
02744.png,5,5,5,5,OK,,,,5.0
02745.png,38,38,38,38,OK,,,,38.0
02746.png,12,12,12,12,OK,,,,12.0
02747.png,1,1,1,1,OK,,,,1.0
02748.png,27,27,27,28,KO,,,,27.0
02749.png,13,13,13,13,OK,,,,13.0
02750.png,9,9,9,9,OK,,,,9.0
02751.png,24,24,24,24,OK,,,,24.0
02752.png,0,0,0,0,OK,,,,0.0
02753.png,5,5,5,5,OK,,,,5.0
02754.png,38,38,38,38,OK,,,,38.0
02755.png,5,5,5,5,OK,,,,5.0
02756.png,4,4,4,4,OK,,,,4.0
02757.png,18,18,18,18,OK,,,,18.0
02758.png,3,5,5,5,KO,,,,5.0
02759.png,36,36,36,36,OK,,,,36.0
02760.png,30,30,30,30,OK,,,,30.0
02761.png,10,10,10,10,OK,,,,10.0
02762.png,38,38,38,38,OK,,,,38.0
02763.png,16,16,16,16,OK,,,,16.0
02764.png,2,2,2,2,OK,,,,2.0
02765.png,31,31,31,31,OK,,,,31.0
02766.png,24,24,24,24,OK,,,,24.0
02767.png,38,38,38,38,OK,,,,38.0
02768.png,25,25,25,25,OK,,,,25.0
02769.png,17,17,17,17,OK,,,,17.0
02770.png,12,12,12,12,OK,,,,12.0
02771.png,29,29,29,29,OK,,,,29.0
02772.png,4,4,4,4,OK,,,,4.0
